ticker,rank,composite_candidate_score,primary_theme,recommendation_tier,manual_action,risk_bucket,technical_timing_status,technical_timing_score,overheat_flag,buy_now_status,buy_now_score,buy_gate_result,buy_block_reason,entry_condition,manual_operator_action,gate_recommendation_pass,gate_technical_pass,gate_overheat_pass,gate_risk_pass,gate_operator_pass,gate_data_quality_pass,gate_summary,source_recommendation_file,source_technical_file,generated_at,run_id
CLH,157,-43.105846,INDUSTRIAL,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SOXX,158,-45.952572,SEMICONDUCTOR,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
GEV,159,-46.599809,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
CHPT,160,-46.830461,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
LYB,161,-49.524000,INDUSTRIAL,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
TER,162,-51.275619,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
FORM,163,-51.276190,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
APO,164,-56.152615,FINTECH,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
KLIC,165,-56.379238,SEMICONDUCTOR_EQUIPMENT,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_UPPER_HALF;RSI_STRONG,40.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=HIGH_RISK;overheat=TRUE;manual_only=TRUE,,,,
AA,166,-56.540308,INDUSTRIAL,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
MCHP,167,-56.998857,SEMICONDUCTOR,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ADBE,168,-57.309538,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
BABA,169,-58.847693,ECOMMERCE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
CRWV,170,-59.275429,AI_INFRASTRUCTURE,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,25,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
CLS,171,-59.277142,AI_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
COHU,172,-59.744572,SEMICONDUCTOR_EQUIPMENT,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
GOOGL,173,-60.761714,INTERNET_PLATFORM,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TECH_TIMING_NEUTRAL;RSI_OVERHEAT;BB_UPPER_HALF;RSI_OVERHEAT;TECH_TIMING_NEUTRAL;RSI_OVERHEAT;BB_UPPER_HALF;RSI_OVERHEAT,40.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_UNFAVORABLE;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=UNFAVORABLE;risk=MEDIUM_RISK;overheat=TRUE;manual_only=TRUE,,,,
ORCL,174,-62.334286,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SNOW,175,-62.880381,SOFTWARE,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG,45.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=HIGH_RISK;overheat=TRUE;manual_only=TRUE,,,,
CHRW,176,-64.183385,TRANSPORTATION,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,54.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
MELI,177,-64.813538,ECOMMERCE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_NEUTRAL,66.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
AMKR,178,-65.267238,SEMICONDUCTOR,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_BELOW_LOWER;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_BELOW_LOWER;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
NVT,179,-66.524762,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ICHR,180,-68.268000,SEMICONDUCTOR_EQUIPMENT,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_LOWER_HALF;RSI_NEUTRAL,48.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=HIGH_RISK;overheat=TRUE;manual_only=TRUE,,,,
ADSK,181,-70.384000,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ADMA,182,-70.416615,HEALTHCARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
HPE,183,-70.607619,AI_INFRASTRUCTURE,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_NEAR_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_NEAR_UPPER;RSI_STRONG,44.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_UNFAVORABLE;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=UNFAVORABLE;risk=MEDIUM_RISK;overheat=TRUE;manual_only=TRUE,,,,
PSTG,184,-70.714858,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
TQQQ,185,-71.858666,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
ABR,186,-71.863077,OTHER,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,55,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
CDNS,187,-72.692615,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,10,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
CRDO,188,-73.561905,AI_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
NOW,189,-74.501333,SOFTWARE,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG;TECH_TIMING_NEUTRAL;BB_UPPER_CHASE_RISK;BB_ABOVE_UPPER;RSI_STRONG,45.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=MEDIUM_RISK;overheat=TRUE;manual_only=TRUE,,,,
NUVB,190,-74.524923,HEALTHCARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
VRT,191,-76.191619,AI_INFRASTRUCTURE,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,HIGH_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL,40.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=HIGH_RISK;overheat=TRUE;manual_only=TRUE,,,,
WDC,192,-77.763428,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
GLW,193,-79.427809,ELECTRONICS_SUPPLY_CHAIN,OVERHEATED_WAIT,WAIT_FOR_PULLBACK,MEDIUM_RISK,TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;KDJ_HIGH_DEAD_CROSS;BB_MID;RSI_NEUTRAL,40.0,TRUE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;OVERHEAT_OR_CHASE_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,tier=OVERHEATED_WAIT;technical=CAUTION;risk=MEDIUM_RISK;overheat=TRUE;manual_only=TRUE,,,,
AXON,194,-81.060000,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
POWL,195,-81.455239,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
LITE,196,-82.027619,DATA_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_LOWER_HALF;RSI_NEUTRAL,58.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
GNRC,197,-84.046476,POWER_INFRASTRUCTURE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
