ticker,rank,composite_candidate_score,primary_theme,recommendation_tier,manual_action,risk_bucket,technical_timing_status,technical_timing_score,overheat_flag,buy_now_status,buy_now_score,buy_gate_result,buy_block_reason,entry_condition,manual_operator_action,gate_recommendation_pass,gate_technical_pass,gate_overheat_pass,gate_risk_pass,gate_operator_pass,gate_data_quality_pass,gate_summary,source_recommendation_file,source_technical_file,generated_at,run_id
USFD,38,33.542380,CONSUMER,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,75,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SFIX,39,33.536378,ECOMMERCE,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,35,BLOCK,EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=FAVORABLE;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
WAB,40,33.445361,TRANSPORTATION,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,75,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SNPS,41,32.881778,SOFTWARE,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
VMC,42,32.809491,INDUSTRIAL,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,75,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
PYPL,43,32.785338,FINTECH,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,75,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SHW,44,32.689895,CONSUMER,WATCHLIST_STRONG,WATCH_FOR_ENTRY,LOW_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,75,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=LOW_RISK;overheat=FALSE;manual_only=TRUE,,,,
RDDT,45,32.457146,INTERNET_PLATFORM,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R27F_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R27F_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,45,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
TEVA,46,32.389117,HEALTHCARE,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
SFM,47,32.322369,CONSUMER,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
WWD,48,32.304956,INDUSTRIAL,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ECL,49,32.264952,INDUSTRIAL,WATCHLIST_STRONG,WATCH_FOR_ENTRY,DEFENSIVE_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
UBER,50,32.166154,TRANSPORTATION,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
PINS,51,32.146805,INTERNET_PLATFORM,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
VEEV,52,31.947966,SOFTWARE,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,75,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
COGT,53,31.722303,HEALTHCARE,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,35,BLOCK,EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=FAVORABLE;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
PCOR,54,31.292054,SOFTWARE,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,45,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
QS,55,31.180681,ENERGY,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,25,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
PI,56,30.652828,SEMICONDUCTOR,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,35,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
NVAX,57,30.438120,HEALTHCARE,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,25,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
TTD,58,30.316083,SOFTWARE,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
YPF,59,30.133517,ENERGY,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,40.0,FALSE,BLOCKED_BY_OPERATOR_STATE,55,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
PDD,60,30.086842,ECOMMERCE,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
PFGC,61,30.020483,CONSUMER,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ZG,62,30.005827,INTERNET_PLATFORM,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
RSP,63,29.841267,OTHER,ETF_OR_MACRO_EXPOSURE,MACRO_OR_ETF_SEPARATE_REVIEW,MACRO_OR_ETF_REVIEW,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,45,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=ETF_OR_MACRO_EXPOSURE;technical=CAUTION;risk=MACRO_OR_ETF_REVIEW;overheat=FALSE;manual_only=TRUE,,,,
Z,64,29.761568,INTERNET_PLATFORM,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
FCNCA,65,29.737042,FINTECH,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
AMC,66,29.608772,CONSUMER,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,25,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
V,67,29.501591,FINTECH,WATCHLIST_STRONG,WATCH_FOR_ENTRY,LOW_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=LOW_RISK;overheat=FALSE;manual_only=TRUE,,,,
TIGR,68,29.475559,FINTECH,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,35,BLOCK,EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=FAVORABLE;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
XLF,69,29.281688,FINTECH,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SCCO,70,29.162130,INDUSTRIAL,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,55,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
INSM,71,28.991239,HEALTHCARE,SPECULATIVE_SATELLITE,HIGH_RISK_SMALL_SIZE_ONLY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,45,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=SPECULATIVE_SATELLITE;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
TTWO,72,28.820733,CONSUMER,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,40.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SCHW,73,28.545088,FINTECH,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SHOP,74,28.523376,ECOMMERCE,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
TLN,75,28.181930,POWER_INFRASTRUCTURE,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R27F_NOT_MERGED;BB_UPPER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R27F_NOT_MERGED;BB_UPPER_HALF;RSI_WEAK,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,55,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
