ticker,tier,last_scan_date,current_priority,recommended_scan_day,recommended_reason,stale_risk_level,confidence
PSIX,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
PTGX,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
PTON,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
PUMP,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
PYPL,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
QS,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
QSR,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RBLX,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RDDT,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RERE,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RH,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RIOT,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RKT,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RNG,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ROKU,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RSP,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RTX,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
RVMD,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SATS,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SCCO,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SCHW,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SE,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SEI,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SFIX,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SFM,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SHOP,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SHW,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SITM,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SMTC,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SNPS,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SOLS,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
SPOT,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
STG,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
STM,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
STUB,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TEAM,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TEVA,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TIGR,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TLN,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TSEM,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TTD,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TTMI,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TTWO,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TWLO,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TWST,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
U,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
UAL,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
UBER,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
UNH,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
UPST,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
USFD,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
V,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
VECO,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
VEEV,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
VIAV,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
VIST,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
VMC,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WAB,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WDAY,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WHR,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WING,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WLK,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WOLF,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WULF,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WVE,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WWD,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
WYFI,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
XENE,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
XLF,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
XLK,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
XPO,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
XYZ,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
YPF,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
Z,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ZG,RESEARCH,,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AA,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AAL,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ABR,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ADBE,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ADMA,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ADSK,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AEIS,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AEVA,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AFRM,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AGX,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ALM,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AMC,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
APG,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
APLD,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
APO,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
APP,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ARGT,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
AXON,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BABA,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BAC,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BALL,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BIDU,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BITF,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BKNG,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BLSH,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BLTE,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BN,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BSX,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BW,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
BYND,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
CLS,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
CRM,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
CRWV,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
D,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ECL,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ENTG,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ETN,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
ETR,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
FLR,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
FORM,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
HUBB,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
META,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
NET,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
NOW,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
PLTR,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TER,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TICKER,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TICKERS,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
TQQQ,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
VST,RESEARCH,2026-05-19,100,UNSCHEDULED_REQUIRES_POLICY_REVIEW,RESEARCH remains outside the 5-day advisory plan because the dry-run target preserves the daily cap.,LOW,MEDIUM
