ticker,movement_type,previous_tier,current_tier,previous_score,current_score,score_delta,previous_rank,current_rank,rank_delta,movement_reason,current_score_source,review_required
ICHR,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,93.330000,93.330000,0.000000,8,8,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
IGV,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,36.190000,36.190000,0.000000,68,68,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
INFY,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
INSM,HELD_OUT_OR_REVIEW_BLOCKED,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE;HELD_OUT_BY_BACKFILL_QUALITY,factor_pack_score,TRUE
INTC,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,90.480000,90.480000,0.000000,11,11,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
IRDM,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,15.240000,15.240000,0.000000,90,90,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
IREN,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,58.100000,58.100000,0.000000,45,45,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
ISRG,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
IWM,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
IYW,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,37.140000,37.140000,0.000000,67,67,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
JBL,SAME_TIER_SCORE_DOWN,TIER_3_WATCHLIST,TIER_3_WATCHLIST,66.670000,66.670000,0.000000,36,36,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
JBS,HELD_OUT_OR_REVIEW_BLOCKED,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE;HELD_OUT_BY_BACKFILL_QUALITY,factor_pack_score,TRUE
JCI,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
JD,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
JFROG,HELD_OUT_OR_REVIEW_BLOCKED,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE;HELD_OUT_BY_BACKFILL_QUALITY,factor_pack_score,TRUE
JHX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KEYS,SAME_TIER_SCORE_DOWN,TIER_2_STRONG_WATCHLIST,TIER_2_STRONG_WATCHLIST,84.760000,84.760000,0.000000,17,17,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KKR,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KLAC,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,53.330000,53.330000,0.000000,50,50,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KLAR,HELD_OUT_OR_REVIEW_BLOCKED,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE;HELD_OUT_BY_BACKFILL_QUALITY,factor_pack_score,TRUE
KLIC,SAME_TIER_SCORE_DOWN,TIER_3_WATCHLIST,TIER_3_WATCHLIST,74.290000,74.290000,0.000000,28,28,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KNX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KRC,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KVYO,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
KWEB,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LBRT,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LCID,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LHX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LIN,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LINE,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LITE,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,99.050000,99.050000,0.000000,2,2,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LPLA,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LRCX,SAME_TIER_SCORE_DOWN,TIER_3_WATCHLIST,TIER_3_WATCHLIST,69.520000,69.520000,0.000000,33,33,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LSCC,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LYB,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
LYFT,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MA,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MCHP,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,62.860000,62.860000,0.000000,40,40,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MCK,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MDB,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,16.190000,16.190000,0.000000,89,89,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MELI,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
META,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,21.900000,21.900000,0.000000,83,83,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MKSI,SAME_TIER_SCORE_DOWN,TIER_2_STRONG_WATCHLIST,TIER_2_STRONG_WATCHLIST,80.950000,80.950000,0.000000,21,21,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MNTN,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MOD,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,92.380000,92.380000,0.000000,9,9,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MOH,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MPLX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MPW,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MPWR,SAME_TIER_SCORE_DOWN,TIER_2_STRONG_WATCHLIST,TIER_2_STRONG_WATCHLIST,78.100000,78.100000,0.000000,24,24,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MRVL,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,56.190000,56.190000,0.000000,47,47,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MSFT,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,35.240000,35.240000,0.000000,69,69,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MTSI,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MTZ,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
MU,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,97.140000,97.140000,0.000000,4,4,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NAMS,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NET,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,7.620000,7.620000,0.000000,98,98,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NFLX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NI,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NOW,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,13.330000,13.330000,0.000000,92,92,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NRG,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NTAP,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,18.100000,18.100000,0.000000,87,87,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NTRA,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NU,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NUVB,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NVAX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NVDA,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,24.760000,24.760000,0.000000,80,80,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NVT,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,50.950000,50.950000,0.000000,52,52,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
NXPI,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,9.520000,9.520000,0.000000,96,96,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
OC,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
OKTA,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
OLMA,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
OLPX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
ON,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,30.480000,30.480000,0.000000,74,74,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
OPCH,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
ORCL,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,20.950000,20.950000,0.000000,84,84,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PANW,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,17.140000,17.140000,0.000000,88,88,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PATH,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PCOR,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PCT,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PDD,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PFGC,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PGNY,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PI,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PINS,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PLTR,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,23.810000,23.810000,0.000000,81,81,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PLUG,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PM,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PONY,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
POWL,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,98.100000,98.100000,0.000000,3,3,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PSIX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PSTG,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,28.570000,28.570000,0.000000,76,76,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PTGX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PTON,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PUMP,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PWR,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,60.000000,60.000000,0.000000,43,43,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
PYPL,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
QCOM,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,57.140000,57.140000,0.000000,46,46,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
QQQ,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,34.290000,34.290000,0.000000,70,70,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
QS,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
QSR,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RBLX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RDDT,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RERE,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RH,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RIOT,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RKT,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RNG,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
ROKU,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RSP,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RTX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
RVMD,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SANM,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,50.950000,50.950000,0.000000,53,53,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SATS,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SCCO,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SCHW,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SE,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SEI,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SFIX,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SFM,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SHOP,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SHW,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SITM,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SMCI,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,4.760000,4.760000,0.000000,101,101,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SMH,SAME_TIER_SCORE_DOWN,TIER_4_REVIEW_ONLY,TIER_4_REVIEW_ONLY,64.760000,64.760000,0.000000,38,38,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SMTC,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SNDK,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,91.430000,91.430000,0.000000,10,10,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SNOW,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,11.430000,11.430000,0.000000,94,94,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SNPS,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SOLS,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SOXL,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,96.190000,96.190000,0.000000,5,5,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SOXX,SAME_TIER_SCORE_DOWN,TIER_2_STRONG_WATCHLIST,TIER_2_STRONG_WATCHLIST,76.190000,76.190000,0.000000,26,26,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SPOT,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
SPY,SAME_TIER_SCORE_DOWN,TIER_5_WEAK_OR_BLOCKED,TIER_5_WEAK_OR_BLOCKED,25.710000,25.710000,0.000000,79,79,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
STG,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
STM,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
STUB,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
STX,SAME_TIER_SCORE_DOWN,TIER_1_CORE_CANDIDATE,TIER_1_CORE_CANDIDATE,87.620000,87.620000,0.000000,14,14,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
TEAM,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
TER,SAME_TIER_SCORE_DOWN,TIER_3_WATCHLIST,TIER_3_WATCHLIST,71.430000,71.430000,0.000000,31,31,0,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
TEVA,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
TICKERS,SAME_TIER_SCORE_DOWN,TIER_0_DATA_NOT_READY,TIER_0_DATA_NOT_READY,,,,,,,NO_MATERIAL_CHANGE,factor_pack_score,FALSE
