"rank","ticker","symbol","name","bucket","decision","action","restriction","source","source_file","run_time_jst","compat_status"
"86","SANM","SANM","SANM","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"87","SMCI","SMCI","SMCI","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"88","SMH","SMH","SMH","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"89","SNDK","SNDK","SNDK","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"90","SNOW","SNOW","SNOW","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"91","SOXL","SOXL","SOXL","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"92","SOXX","SOXX","SOXX","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"93","SPY","SPY","SPY","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"94","STX","STX","STX","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"95","TER","TER","TER","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"96","TQQQ","TQQQ","TQQQ","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"97","TSLA","TSLA","TSLA","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"98","TSM","TSM","TSM","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"99","TXN","TXN","TXN","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"100","VECO","VECO","VECO","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"101","VRT","VRT","VRT","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"102","VST","VST","VST","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"103","WDC","WDC","WDC","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"104","XLK","XLK","XLK","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
"105","ZS","ZS","ZS","V18_RAW105_COMPAT","REVIEW_ONLY","REVIEW_ONLY","COMPAT_NO_DIRECT_TRADE","V18_RAW105_COMPAT","D:\us-tech-quant\state\v18\raw105_universe_for_factor_lab.csv","2026-05-30 22:35:32","OK_NON_RECURSIVE_EXACT_V17_6E_YAML"
