ticker,canonical_universe_present,first_seen_date,last_attempt_scan_timestamp,last_success_scan_timestamp,last_success_scan_date,last_scan_status,last_scan_run_id,success_scan_count,attempt_scan_count,local_price_available,factor_pack_available,technical_timing_available,full_history_ready,failure_reason,source_notes,last_attempt_scan_date,last_scan_source,last_scan_mode,last_scan_note
TXN,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
U,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
UAL,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
UBER,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
UNH,TRUE,2026-05-21,2026-05-22T01:52:15,2026-05-22T01:52:15,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R20_20260522_015215,1,2,TRUE,FALSE,FALSE,TRUE,,local_price=available;source=V18_25A_R20,2026-05-22,V18_25A_R20_BATCH3_LOCAL_ONLY_LEDGER_RETEST,LOCAL_ONLY_BATCH3_ROLLING_COVERAGE_LEDGER_UPDATE,R20 local-only official price cache validation; no external fetch.
UPST,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
USFD,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
V,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
VECO,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,TRUE,TRUE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=available;technical_timing=available,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
VEEV,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
VIAV,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
VIST,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
VMC,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
VRT,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
VST,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
WAB,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WDAY,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WDC,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
WHR,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WING,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WLK,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WOLF,TRUE,2026-05-21,2026-05-21T14:16:59,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
WULF,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WVE,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WWD,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
WYFI,TRUE,2026-05-21,2026-05-21T14:16:59,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R1_20260521_141659,0,1,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
XENE,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
XLF,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
XLK,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,TRUE,TRUE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=available;technical_timing=available,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
XPO,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
XYZ,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
YPF,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
Z,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
ZG,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,2,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
ZS,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
