ticker,canonical_universe_present,first_seen_date,last_attempt_scan_timestamp,last_success_scan_timestamp,last_success_scan_date,last_scan_status,last_scan_run_id,success_scan_count,attempt_scan_count,local_price_available,factor_pack_available,technical_timing_available,full_history_ready,failure_reason,source_notes,last_attempt_scan_date,last_scan_source,last_scan_mode,last_scan_note
COF,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
COG,FALSE,2026-05-21,2026-05-21T14:33:00,,,EXCLUDED_FROM_ACTIVE_UNIVERSE_V18_35G,V18_23B_R2_20260521_143300,0,2,FALSE,FALSE,FALSE,FALSE,USER_CONFIRMED_REMOVE_UNCOMPUTED_TICKER,local_price=missing;factor_pack=missing;technical_timing=missing;V18.35G excluded from active universe: USER_CONFIRMED_REMOVE_UNCOMPUTED_TICKER,,,,
COGT,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,3,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
COHR,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
COHU,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
CORZ,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
CPAY,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
CPNG,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
CRCL,TRUE,2026-05-21,2026-05-21T14:33:00,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R2_20260521_143300,0,2,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
CRDO,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
CRH,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
CRM,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
CRS,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
CRWD,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
CRWV,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
CSCO,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
CSGP,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
CVNA,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,3,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
D,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
DAKT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
DAL,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
DASH,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
DB,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
DBVT,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,3,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
DDOG,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
DELL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
DIS,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
DOCU,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
DUOL,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
ECL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
EEM,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
ENPH,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
ENTG,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
EQIX,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
EQT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
ET,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
ETN,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
ETR,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
EWY,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
EWZ,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
FCNCA,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,3,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
FIGR,TRUE,2026-05-21,2026-05-21T14:33:00,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R2_20260521_143300,0,2,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
FIX,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
FLEX,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
FLR,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
FLS,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
FLUT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
FN,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
FORM,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
FWONK,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
GEHC,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
GEMI,TRUE,2026-05-21,2026-05-21T14:33:00,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R2_20260521_143300,0,2,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
GEV,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
GLW,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
GNRC,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
GOOG,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
GOOGL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
GRAB,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
GS,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
GSG,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
GT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
HIVE,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
HLT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
HOOD,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,3,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
HPE,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
HTZ,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,3,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
HUBB,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
HUBS,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
HUM,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
HUT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
IBIT,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
ICHR,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
IGV,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
INFY,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
INSM,TRUE,2026-05-21,2026-05-22T15:21:10,2026-05-22T15:21:10,2026-05-22,SUCCESS_LOCAL_PRICE_FULL_HISTORY,V18_25A_R23E_20260522_152110,1,3,TRUE,FALSE,FALSE,TRUE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,2026-05-22,V18_25A_R23E_AFTER_PRICE_CACHE_INTEGRATION,APPLY_ROLLING_LEDGER_UPDATE_AFTER_PRICE_INTEGRATION,R23E official price cache local validation passed; no external fetch.
INTC,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
IRDM,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
IREN,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
ISRG,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
IWM,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
IYW,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
JBL,TRUE,2026-05-21,2026-05-21T14:16:59,2026-05-21T14:16:59,2026-05-21,SUCCESS_LOCAL_SCAN,V18_23B_R1_20260521_141659,1,1,TRUE,TRUE,TRUE,TRUE,,local_price=available;factor_pack=available;technical_timing=available,,,,
JBS,TRUE,2026-05-21,2026-05-21T14:33:00,,,SKIPPED_NO_LOCAL_DATA,V18_23B_R2_20260521_143300,0,2,FALSE,FALSE,FALSE,FALSE,LOCAL_PRICE_CACHE_MISSING_OR_EMPTY,local_price=missing;factor_pack=missing;technical_timing=missing,,,,
JCI,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
JD,TRUE,2026-05-21,2026-05-21T15:15:58,2026-05-21T15:15:58,2026-05-21,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,V18_23C_R3_20260521_151558,1,3,TRUE,FALSE,FALSE,TRUE,,official_cache=available;full_history_ready=TRUE;ledger_updated_by=V18_23C_R3,,,,
