ticker,normalized_ticker,no_local_data_reason,candidate_source_count,candidate_source_paths_limited,latest_price_snapshot_found,latest_price_snapshot_path,full_history_found,partial_history_found,recommended_resolution
UNH,UNH,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
UPST,UPST,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
USFD,USFD,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
V,V,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VEEV,VEEV,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VIAV,VIAV,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VIST,VIST,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VMC,VMC,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WAB,WAB,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WDAY,WDAY,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WHR,WHR,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WING,WING,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WLK,WLK,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WOLF,WOLF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WULF,WULF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WVE,WVE,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WWD,WWD,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WYFI,WYFI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XENE,XENE,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XLF,XLF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XPO,XPO,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XYZ,XYZ,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
YPF,YPF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
Z,Z,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
ZG,ZG,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
