ticker,factor_scope_class,mapping_status,score_scope,full_factor_score_ready,light_factor_score_ready,selected_price_source,score_readiness_reason
INSM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
INTC,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\INTC.csv,FULL_HISTORY_AVAILABLE
IRDM,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\IRDM.csv,FULL_HISTORY_AVAILABLE
IREN,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\IREN.csv,FULL_HISTORY_AVAILABLE
ISRG,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
IWM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
IYW,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\IYW.csv,FULL_HISTORY_AVAILABLE
JBL,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\JBL.csv,FULL_HISTORY_AVAILABLE
JBS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
JCI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
JD,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
JFROG,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
JHX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
KEYS,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\KEYS.csv,FULL_HISTORY_AVAILABLE
KKR,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
KLAC,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\KLAC.csv,FULL_HISTORY_AVAILABLE
KLAR,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
KLIC,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\KLIC.csv,FULL_HISTORY_AVAILABLE
KNX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
KRC,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
KVYO,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
KWEB,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LBRT,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LCID,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LHX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LIN,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LINE,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LITE,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\LITE.csv,FULL_HISTORY_AVAILABLE
LPLA,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LRCX,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\LRCX.csv,FULL_HISTORY_AVAILABLE
LSCC,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LYB,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
LYFT,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MA,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MCHP,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MCHP.csv,FULL_HISTORY_AVAILABLE
MCK,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MDB,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MDB.csv,FULL_HISTORY_AVAILABLE
MELI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
META,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\META.csv,FULL_HISTORY_AVAILABLE
MKSI,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MKSI.csv,FULL_HISTORY_AVAILABLE
MNTN,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MOD,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MOD.csv,FULL_HISTORY_AVAILABLE
MOH,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MPLX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MPW,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MPWR,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MPWR.csv,FULL_HISTORY_AVAILABLE
MRVL,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MRVL.csv,FULL_HISTORY_AVAILABLE
MSFT,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MSFT.csv,FULL_HISTORY_AVAILABLE
MTSI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MTZ,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
MU,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\MU.csv,FULL_HISTORY_AVAILABLE
NAMS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NET,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\NET.csv,FULL_HISTORY_AVAILABLE
NFLX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NOW,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\NOW.csv,FULL_HISTORY_AVAILABLE
NRG,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NTAP,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\NTAP.csv,FULL_HISTORY_AVAILABLE
NTRA,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NU,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NUVB,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NVAX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
NVDA,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\NVDA.csv,FULL_HISTORY_AVAILABLE
NVT,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\NVT.csv,FULL_HISTORY_AVAILABLE
NXPI,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\NXPI.csv,FULL_HISTORY_AVAILABLE
OC,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
OKTA,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
OLMA,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
OLPX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
ON,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\ON.csv,FULL_HISTORY_AVAILABLE
OPCH,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
ORCL,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\ORCL.csv,FULL_HISTORY_AVAILABLE
PANW,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\PANW.csv,FULL_HISTORY_AVAILABLE
PATH,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PCOR,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PCT,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PDD,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PFGC,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PGNY,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PINS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PLTR,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\PLTR.csv,FULL_HISTORY_AVAILABLE
PLUG,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PONY,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
POWL,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\POWL.csv,FULL_HISTORY_AVAILABLE
PSIX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PSTG,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\PSTG.csv,FULL_HISTORY_AVAILABLE
PTGX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PTON,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PUMP,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
PWR,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\PWR.csv,FULL_HISTORY_AVAILABLE
PYPL,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
QCOM,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\QCOM.csv,FULL_HISTORY_AVAILABLE
QQQ,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\QQQ.csv,FULL_HISTORY_AVAILABLE
QS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
QSR,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RBLX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RDDT,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RERE,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RH,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RIOT,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RKT,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RNG,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
ROKU,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RSP,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RTX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
RVMD,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SANM,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SANM.csv,FULL_HISTORY_AVAILABLE
SATS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SCCO,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SCHW,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SE,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SEI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SFIX,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SFM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SHOP,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SHW,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SITM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SMCI,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SMCI.csv,FULL_HISTORY_AVAILABLE
SMH,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SMH.csv,FULL_HISTORY_AVAILABLE
SMTC,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SNDK,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SNDK.csv,FULL_HISTORY_AVAILABLE
SNOW,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SNOW.csv,FULL_HISTORY_AVAILABLE
SNPS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SOLS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SOXL,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SOXL.csv,FULL_HISTORY_AVAILABLE
SOXX,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SOXX.csv,FULL_HISTORY_AVAILABLE
SPOT,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
SPY,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\SPY.csv,FULL_HISTORY_AVAILABLE
STG,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
STM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
STUB,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
STX,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\STX.csv,FULL_HISTORY_AVAILABLE
TEAM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TER,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\TER.csv,FULL_HISTORY_AVAILABLE
TEVA,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TICKER,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TICKERS,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TIGR,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TLN,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TQQQ,LATEST_ONLY_NOT_FACTOR_READY,MAPPED_LATEST_ONLY,LATEST_ONLY_REFERENCE,FALSE,FALSE,D:\us-tech-quant\state\v18\price_cache\TQQQ.csv,LATEST_ONLY_REFERENCE
