priority_rank,ticker,output_bucket,trust_level,tier_current,data_gap_reason,rolling_ledger_status,staged_backfill_status,historic_evidence_source,historic_tier,historic_score,priority_score,priority_reason
89,WHR,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
90,WING,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
91,WLK,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
92,WOLF,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
93,WULF,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
94,WVE,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
95,WWD,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
96,WYFI,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
97,XENE,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
98,XLF,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
99,XPO,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
100,XYZ,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
101,YPF,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
102,Z,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
103,ZG,DATA_NOT_READY,NONE,TIER_0_DATA_NOT_READY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,SKIPPED_NO_LOCAL_DATA,,,,,-5,uniform_missing_local_data
