factor_date,version,ticker,factor_id,factor_name,factor_value,rank_metric,status,reason,official_decision_impact,source,factor_rank,factor_zscore
2026-05-15,V18.1B,COHR,F004,PULLBACK_REPAIR_20D,1.5,1.5,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,26,0.10627394209721526
2026-05-15,V18.1B,COHR,F005,DIST_TO_MA20,0.17932983793615143,-0.14932983793615143,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,92,-0.9273925750701821
2026-05-15,V18.1B,COHU,F001,REL_STRENGTH_20D,0.11973993036677655,0.11973993036677655,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,42,0.1672567773943033
2026-05-15,V18.1B,COHU,F002,REL_STRENGTH_60D,0.45271966553405796,0.45271966553405796,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,23,0.5032088261752661
2026-05-15,V18.1B,COHU,F003,VOL_ADJ_MOMENTUM_20D,7.059524480341876,7.059524480341876,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,40,0.36557787181272533
2026-05-15,V18.1B,COHU,F004,PULLBACK_REPAIR_20D,1.954758195201813,1.954758195201813,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,20,0.8621341672962607
2026-05-15,V18.1B,COHU,F005,DIST_TO_MA20,0.04591917052465333,-0.01591917052465333,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,10,1.1732616053893892
2026-05-15,V18.1B,CORZ,F001,REL_STRENGTH_20D,0.15804640553303662,0.15804640553303662,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,35,0.3461416299440386
2026-05-15,V18.1B,CORZ,F002,REL_STRENGTH_60D,0.25328243306118536,0.25328243306118536,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,43,0.061318224947998386
2026-05-15,V18.1B,CORZ,F003,VOL_ADJ_MOMENTUM_20D,6.729785591519937,6.729785591519937,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,41,0.29860405490018227
2026-05-15,V18.1B,CORZ,F004,PULLBACK_REPAIR_20D,1.5,1.5,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,26,0.10627394209721526
2026-05-15,V18.1B,CORZ,F005,DIST_TO_MA20,0.1530097553870189,-0.12300975538701889,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,86,-0.5129625110458481
2026-05-15,V18.1B,CRDO,F001,REL_STRENGTH_20D,0.037293568559117585,0.037293568559117585,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,57,-0.21775398674448218
2026-05-15,V18.1B,CRDO,F002,REL_STRENGTH_60D,0.2530508662240778,0.2530508662240778,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,44,0.06080514518046963
2026-05-15,V18.1B,CRDO,F003,VOL_ADJ_MOMENTUM_20D,2.858813600434796,2.858813600434796,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,76,-0.48763553707138146
2026-05-15,V18.1B,CRDO,F004,PULLBACK_REPAIR_20D,0.8778422234542292,0.8778422234542292,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,91,-0.9278235674166692
2026-05-15,V18.1B,CRDO,F005,DIST_TO_MA20,-0.002646908266053294,-0.03264690826605329,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,16,0.9098704321204766
2026-05-15,V18.1B,CRM,F001,REL_STRENGTH_20D,-0.19911419391982388,-0.19911419391982388,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,97,-1.3217388234883927
2026-05-15,V18.1B,CRM,F002,REL_STRENGTH_60D,-0.295070544482948,-0.295070544482948,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,97,-1.1536606630322022
2026-05-15,V18.1B,CRM,F003,VOL_ADJ_MOMENTUM_20D,-2.5290491761806706,-2.5290491761806706,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,99,-1.5819733521836552
2026-05-15,V18.1B,CRM,F004,PULLBACK_REPAIR_20D,0.882929394818588,0.882929394818588,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,90,-0.9193681057368991
2026-05-15,V18.1B,CRM,F005,DIST_TO_MA20,-0.07000490891577715,-0.10000490891577715,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,69,-0.15073340412152716
2026-05-15,V18.1B,CRWD,F001,REL_STRENGTH_20D,0.2629300833039814,0.2629300833039814,OK,,NONE,V18_FACTOR_LAB_SHADOW_ONLY,18,0.8359309188696574
