ticker,in_total_universe,in_latest_freeze_252,in_current_full_candidates_before,in_v18_35d_local_recomputed_candidates,in_v18_35e_online_recomputed_candidates,was_v18_35d_failure,online_backfill_attempted,online_backfill_success,price_data_available_after_backfill,factor_success_after_backfill,technical_success_after_backfill,ranking_success_after_backfill,rank_eligible_after_backfill,previous_rank_if_available,recomputed_rank_after_backfill,previous_score_if_available,recomputed_score_after_backfill,adoption_bucket,freeze_readiness_status,remaining_failure_bucket,remaining_failure_reason,evidence_sources
CHRW,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,54,54,45.432,45.432,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CHYM,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,185,185,30.93596,30.93596,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CHYM.csv
CIEN,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,40,40,48.524,48.524,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CIFR,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,186,186,30.668,30.668,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLF,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,307,307,17.308,17.308,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLH,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14,14,53.048,53.048,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLS,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,58,58,43.58,43.58,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CLSK,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,299,299,18.924,18.924,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CMG,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,267,267,25.0,25.0,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CNM,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,152,152,33.305342,33.305342,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CNM.csv
COF,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,233,233,28.029476,28.029476,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/COF.csv
COGT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,175,175,31.722303,31.722303,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
COHR,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,87,87,39.428,39.428,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
COHU,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,20,20,51.684,51.684,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CORZ,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,309,309,15.76,15.76,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CPAY,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,275,275,23.609393,23.609393,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CPAY.csv
CPNG,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,188,188,30.585258,30.585258,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CPNG.csv
CRCL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,117,117,36.306363,36.306363,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CRCL.csv
CRDO,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,24,24,51.2,51.2,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CRH,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,165,165,32.289218,32.289218,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CRH.csv
CRM,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,224,224,28.448,28.448,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CRS,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,153,153,33.247019,33.247019,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CRS.csv
CRWD,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,317,317,8.392,8.392,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CRWV,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,37,37,49.296,49.296,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CSCO,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,310,310,14.844,14.844,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
CSGP,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,285,285,22.098806,22.098806,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/CSGP.csv
CVNA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,140,140,34.321612,34.321612,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
D,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,280,280,22.7,22.7,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DAKT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,260,260,25.682138,25.682138,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DAKT.csv
DAL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,240,240,27.45742,27.45742,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DAL.csv
DASH,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,231,231,28.069533,28.069533,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DASH.csv
DB,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,265,265,25.084522,25.084522,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DB.csv
DBVT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,122,122,35.851684,35.851684,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DDOG,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,318,318,7.88,7.88,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DELL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,109,109,37.096,37.096,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
DIS,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,214,214,29.247469,29.247469,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DIS.csv
DOCU,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,272,272,24.382979,24.382979,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DOCU.csv
DUOL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,252,252,26.741522,26.741522,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/DUOL.csv
ECL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,81,81,39.884,39.884,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
EEM,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,169,169,32.093962,32.093962,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EEM.csv
ENPH,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,243,243,27.330192,27.330192,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ENPH.csv
ENTG,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,45,45,47.392,47.392,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
EQIX,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,110,110,36.986178,36.986178,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EQIX.csv
EQT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,212,212,29.436562,29.436562,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EQT.csv
ET,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,174,174,31.83667,31.83667,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/ET.csv
ETN,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,92,92,38.628,38.628,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
ETR,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,77,77,40.152,40.152,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
EWY,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,76,76,40.1929,40.1929,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EWY.csv
EWZ,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,129,129,35.290541,35.290541,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/EWZ.csv
FCNCA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,204,204,29.737042,29.737042,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
FIGR,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,170,170,32.038065,32.038065,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/FIGR.csv
FIX,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,35,35,49.668,49.668,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
FLEX,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,43,43,47.76,47.76,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
FLR,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,184,184,31.008,31.008,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
FLS,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,173,173,31.882517,31.882517,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/FLS.csv
FLUT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,200,200,29.847202,29.847202,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/FLUT.csv
FN,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,238,238,27.572,27.572,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
FORM,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,59.2,59.2,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
FWONK,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,193,193,30.151076,30.151076,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/FWONK.csv
GEHC,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,266,266,25.004001,25.004001,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/GEHC.csv
GEMI,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,273,273,24.036701,24.036701,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/GEMI.csv
GEV,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,61,61,42.924,42.924,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
GLW,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,32,32,50.096,50.096,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
