path,relative_path,file_size_bytes,file_size_mb,modified_time,delete_reason,delete_risk_level,protected_status,will_delete_in_apply,deleted,delete_error
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_205502.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_205502.log,1324,0.001,2026-05-18T20:55:05,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_210017.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_210017.log,1324,0.001,2026-05-18T21:00:19,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_212140.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_212140.log,6220,0.006,2026-05-18T21:22:55,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_213518.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_213518.log,6220,0.006,2026-05-18T21:36:31,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_214406.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_214406.log,1324,0.001,2026-05-18T21:44:08,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_221751.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_221751.log,1324,0.001,2026-05-18T22:17:53,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_222823.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_222823.log,1324,0.001,2026-05-18T22:28:25,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_223226.log,outputs/v18/ops/V18_7B_STEP_2_V18_4C_FINAL_DAILY_SKIP_AUDIT_20260518_223226.log,1324,0.001,2026-05-18T22:32:28,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_130450.log,outputs/v18/ops/V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_130450.log,940,0.001,2026-05-18T13:08:25,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_131001.log,outputs/v18/ops/V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_131001.log,940,0.001,2026-05-18T13:12:54,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_164438.log,outputs/v18/ops/V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_164438.log,940,0.001,2026-05-18T16:47:54,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_212140.log,outputs/v18/ops/V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_212140.log,940,0.001,2026-05-18T21:25:18,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_213518.log,outputs/v18/ops/V18_7B_STEP_3_V18_4D_FACTOR_PACK_AUDIT_REUSE_RUNTIME_20260518_213518.log,940,0.001,2026-05-18T21:38:54,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_130450.log,outputs/v18/ops/V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_130450.log,1528,0.001,2026-05-18T13:08:34,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_131001.log,outputs/v18/ops/V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_131001.log,1528,0.001,2026-05-18T13:13:02,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_164438.log,outputs/v18/ops/V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_164438.log,1528,0.001,2026-05-18T16:48:05,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_212140.log,outputs/v18/ops/V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_212140.log,1528,0.001,2026-05-18T21:25:28,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_213518.log,outputs/v18/ops/V18_7B_STEP_4_V18_4E_FACTOR_OUTPUT_FORWARD_AUDIT_REUSE_AUDITS_20260518_213518.log,1528,0.001,2026-05-18T21:39:06,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_130450.log,outputs/v18/ops/V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_130450.log,1336,0.001,2026-05-18T13:08:38,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_131001.log,outputs/v18/ops/V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_131001.log,1314,0.001,2026-05-18T13:13:07,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_164438.log,outputs/v18/ops/V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_164438.log,1324,0.001,2026-05-18T16:48:11,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_212140.log,outputs/v18/ops/V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_212140.log,1336,0.001,2026-05-18T21:25:33,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_213518.log,outputs/v18/ops/V18_7B_STEP_5_V18_4F_FORWARD_TRACKER_FACTOR_COVERAGE_20260518_213518.log,1336,0.001,2026-05-18T21:39:12,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_130450.log,outputs/v18/ops/V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_130450.log,1770,0.002,2026-05-18T13:08:38,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_131001.log,outputs/v18/ops/V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_131001.log,1770,0.002,2026-05-18T13:13:07,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_164438.log,outputs/v18/ops/V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_164438.log,1770,0.002,2026-05-18T16:48:12,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_212140.log,outputs/v18/ops/V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_212140.log,1770,0.002,2026-05-18T21:25:34,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_213518.log,outputs/v18/ops/V18_7B_STEP_6_V18_4G_SUMMARY_ONLY_20260518_213518.log,1770,0.002,2026-05-18T21:39:13,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_130450.log,outputs/v18/ops/V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_130450.log,5558,0.005,2026-05-18T13:08:41,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_131001.log,outputs/v18/ops/V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_131001.log,5558,0.005,2026-05-18T13:13:08,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_164438.log,outputs/v18/ops/V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_164438.log,5558,0.005,2026-05-18T16:48:13,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_212140.log,outputs/v18/ops/V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_212140.log,5558,0.005,2026-05-18T21:25:35,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_213518.log,outputs/v18/ops/V18_7B_STEP_7_V18_4I_PROMOTION_MERGE_SKIP_UPSTREAM_20260518_213518.log,5558,0.005,2026-05-18T21:39:14,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_130450.log,outputs/v18/ops/V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_130450.log,1302,0.001,2026-05-18T13:08:41,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_131001.log,outputs/v18/ops/V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_131001.log,1302,0.001,2026-05-18T13:13:09,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_164438.log,outputs/v18/ops/V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_164438.log,1302,0.001,2026-05-18T16:48:13,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_212140.log,outputs/v18/ops/V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_212140.log,1302,0.001,2026-05-18T21:25:35,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_213518.log,outputs/v18/ops/V18_7B_STEP_8_V18_4J_READ_CENTER_CLEANUP_ONLY_20260518_213518.log,1302,0.001,2026-05-18T21:39:14,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_130450.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_130450.log,27592,0.026,2026-05-18T13:08:41,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_131001.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_131001.log,27568,0.026,2026-05-18T13:13:09,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_152549.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_152549.log,3394,0.003,2026-05-18T15:25:52,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_153716.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_153716.log,3394,0.003,2026-05-18T15:37:18,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_164437.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_164437.log,27580,0.026,2026-05-18T16:48:13,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_205502.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_205502.log,3394,0.003,2026-05-18T20:55:05,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_210017.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_210017.log,3394,0.003,2026-05-18T21:00:19,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_212140.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_212140.log,27594,0.026,2026-05-18T21:25:35,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_213518.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_213518.log,27596,0.026,2026-05-18T21:39:14,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_214406.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_214406.log,3394,0.003,2026-05-18T21:44:08,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_221750.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_221750.log,3394,0.003,2026-05-18T22:17:53,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_222823.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_222823.log,3394,0.003,2026-05-18T22:28:25,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_223226.log,outputs/v18/ops/V18_7D_STEP_1_V18_7B_FAST_MAIN_CHAIN_20260518_223226.log,3394,0.003,2026-05-18T22:32:28,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_130450.log,outputs/v18/ops/V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_130450.log,3640,0.003,2026-05-18T13:09:16,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_131001.log,outputs/v18/ops/V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_131001.log,4592,0.004,2026-05-18T13:13:42,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_164437.log,outputs/v18/ops/V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_164437.log,4592,0.004,2026-05-18T16:48:45,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_212140.log,outputs/v18/ops/V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_212140.log,4592,0.004,2026-05-18T21:26:07,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_213518.log,outputs/v18/ops/V18_7D_STEP_2_V18_6A_TECHNICAL_TIMING_REFRESH_20260518_213518.log,4592,0.004,2026-05-18T21:39:48,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_131001.log,outputs/v18/ops/V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_131001.log,2506,0.002,2026-05-18T13:13:43,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_164437.log,outputs/v18/ops/V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_164437.log,2506,0.002,2026-05-18T16:48:46,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_212140.log,outputs/v18/ops/V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_212140.log,2506,0.002,2026-05-18T21:26:08,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_213518.log,outputs/v18/ops/V18_7D_STEP_3_V18_6C_R1_TECHNICAL_FRESHNESS_GUARD_20260518_213518.log,2506,0.002,2026-05-18T21:39:49,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_131001.log,outputs/v18/ops/V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_131001.log,2124,0.002,2026-05-18T13:13:44,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_164437.log,outputs/v18/ops/V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_164437.log,2124,0.002,2026-05-18T16:48:47,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_212140.log,outputs/v18/ops/V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_212140.log,2124,0.002,2026-05-18T21:26:09,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_213518.log,outputs/v18/ops/V18_7D_STEP_4_V18_6D_TECHNICAL_TIMING_READ_CENTER_20260518_213518.log,2124,0.002,2026-05-18T21:39:49,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_131001.log,outputs/v18/ops/V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_131001.log,2072,0.002,2026-05-18T13:13:45,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_164437.log,outputs/v18/ops/V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_164437.log,2072,0.002,2026-05-18T16:48:48,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_212140.log,outputs/v18/ops/V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_212140.log,2072,0.002,2026-05-18T21:26:09,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\outputs\v18\ops\V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_213518.log,outputs/v18/ops/V18_7D_STEP_5_V18_6E_FINAL_READ_CENTER_WITH_TECHNICAL_20260518_213518.log,2072,0.002,2026-05-18T21:39:50,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v17_4_base_official_daily_path.txt.before_v18_4G_base_path_repair_20260514_231159.bak,state/v17_4_base_official_daily_path.txt.before_v18_4G_base_path_repair_20260514_231159.bak,98,0.000,2026-05-11T17:58:41,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_184039.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_184039.bak,77839,0.074,2026-05-15T18:40:39,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_192042.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_192042.bak,77839,0.074,2026-05-15T19:20:42,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_234041.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_234041.bak,77839,0.074,2026-05-15T23:40:41,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_235611.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_235611.bak,77864,0.074,2026-05-15T23:56:11,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
