input_name,path,exists,rows,columns,last_write_time,status,notes
LOCAL_PRICE_SOURCE_28,D:\us-tech-quant\state\v18\V18_6C_R1_TECHNICAL_TIMING_FORWARD_TRACKER_20260518_131343.csv,YES,105,snapshot_price_date;ticker;yf_ticker;baseline_close;technical_timing_score;technical_signal;bb_status;rsi_status;kdj_status;bb_percent_b;bb_bandwidth;signal_bb_squeeze;rsi_14;kdj_k;kdj_d;kdj_j;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_warning_label;vix_date;vix_close;vix_regime;signal_watch_positive;signal_pullback_watch;signal_overheat_old;signal_breakout_continuation;signal_exhaustion_risk;signal_overheat_unclassified;official_decision_impact;tracker_added_at;obs_price_date_1;obs_close_1;ret_fwd_1;completed_1;obs_price_date_3;obs_close_3;ret_fwd_3;completed_3;obs_price_date_5;obs_close_5;ret_fwd_5;completed_5;obs_price_date_10;obs_close_10;ret_fwd_10;completed_10;obs_price_date_20;obs_close_20;ret_fwd_20;completed_20,2026-05-18 13:13:43,USED,price_points=105
LOCAL_PRICE_SOURCE_29,D:\us-tech-quant\state\v18\V18_6C_R1_TECHNICAL_TIMING_FORWARD_TRACKER_20260518_164846.csv,YES,105,snapshot_price_date;ticker;yf_ticker;baseline_close;technical_timing_score;technical_signal;bb_status;rsi_status;kdj_status;bb_percent_b;bb_bandwidth;signal_bb_squeeze;rsi_14;kdj_k;kdj_d;kdj_j;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_warning_label;vix_date;vix_close;vix_regime;signal_watch_positive;signal_pullback_watch;signal_overheat_old;signal_breakout_continuation;signal_exhaustion_risk;signal_overheat_unclassified;official_decision_impact;tracker_added_at;obs_price_date_1;obs_close_1;ret_fwd_1;completed_1;obs_price_date_3;obs_close_3;ret_fwd_3;completed_3;obs_price_date_5;obs_close_5;ret_fwd_5;completed_5;obs_price_date_10;obs_close_10;ret_fwd_10;completed_10;obs_price_date_20;obs_close_20;ret_fwd_20;completed_20,2026-05-18 16:48:46,USED,price_points=105
LOCAL_PRICE_SOURCE_30,D:\us-tech-quant\state\v18\V18_6C_R1_TECHNICAL_TIMING_FORWARD_TRACKER_20260518_212608.csv,YES,105,snapshot_price_date;ticker;yf_ticker;baseline_close;technical_timing_score;technical_signal;bb_status;rsi_status;kdj_status;bb_percent_b;bb_bandwidth;signal_bb_squeeze;rsi_14;kdj_k;kdj_d;kdj_j;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_warning_label;vix_date;vix_close;vix_regime;signal_watch_positive;signal_pullback_watch;signal_overheat_old;signal_breakout_continuation;signal_exhaustion_risk;signal_overheat_unclassified;official_decision_impact;tracker_added_at;obs_price_date_1;obs_close_1;ret_fwd_1;completed_1;obs_price_date_3;obs_close_3;ret_fwd_3;completed_3;obs_price_date_5;obs_close_5;ret_fwd_5;completed_5;obs_price_date_10;obs_close_10;ret_fwd_10;completed_10;obs_price_date_20;obs_close_20;ret_fwd_20;completed_20,2026-05-18 21:26:08,USED,price_points=105
LOCAL_PRICE_SOURCE_31,D:\us-tech-quant\state\v18\V18_6C_R1_TECHNICAL_TIMING_FORWARD_TRACKER_20260518_213948.csv,YES,105,snapshot_price_date;ticker;yf_ticker;baseline_close;technical_timing_score;technical_signal;bb_status;rsi_status;kdj_status;bb_percent_b;bb_bandwidth;signal_bb_squeeze;rsi_14;kdj_k;kdj_d;kdj_j;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_warning_label;vix_date;vix_close;vix_regime;signal_watch_positive;signal_pullback_watch;signal_overheat_old;signal_breakout_continuation;signal_exhaustion_risk;signal_overheat_unclassified;official_decision_impact;tracker_added_at;obs_price_date_1;obs_close_1;ret_fwd_1;completed_1;obs_price_date_3;obs_close_3;ret_fwd_3;completed_3;obs_price_date_5;obs_close_5;ret_fwd_5;completed_5;obs_price_date_10;obs_close_10;ret_fwd_10;completed_10;obs_price_date_20;obs_close_20;ret_fwd_20;completed_20,2026-05-18 21:39:48,USED,price_points=105
LOCAL_PRICE_SOURCE_32,D:\us-tech-quant\state\v18\V18_6C_TECHNICAL_TIMING_FORWARD_TRACKER_20260516_010127.csv,YES,105,snapshot_price_date;ticker;yf_ticker;baseline_close;technical_timing_score;technical_signal;bb_status;rsi_status;kdj_status;bb_percent_b;bb_bandwidth;signal_bb_squeeze;rsi_14;kdj_k;kdj_d;kdj_j;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_warning_label;vix_date;vix_close;vix_regime;signal_watch_positive;signal_pullback_watch;signal_overheat_old;signal_breakout_continuation;signal_exhaustion_risk;signal_overheat_unclassified;official_decision_impact;tracker_added_at;obs_price_date_1;obs_close_1;ret_fwd_1;completed_1;obs_price_date_3;obs_close_3;ret_fwd_3;completed_3;obs_price_date_5;obs_close_5;ret_fwd_5;completed_5;obs_price_date_10;obs_close_10;ret_fwd_10;completed_10;obs_price_date_20;obs_close_20;ret_fwd_20;completed_20,2026-05-16 01:01:27,USED,price_points=105
LOCAL_PRICE_SOURCE_33,D:\us-tech-quant\state\v18\forward_outcome\V18_4A_FACTOR_FORWARD_TRACKER.csv,YES,420,snapshot_run_date;snapshot_price_date;ticker;latest_close;rank_overall;composite_score;group_factor_top10;group_factor_top30;group_official_review;group_factor_pack_overlap;group_v18_3c_overlap;selected_factor;official_final_action;buy_permission;official_decision_impact;promotion_action;return_1obs_pct;target_price_date_1obs;target_close_1obs;status_1obs;return_3obs_pct;target_price_date_3obs;target_close_3obs;status_3obs;return_5obs_pct;target_price_date_5obs;target_close_5obs;status_5obs;return_10obs_pct;target_price_date_10obs;target_close_10obs;status_10obs;return_20obs_pct;target_price_date_20obs;target_close_20obs;status_20obs,2026-05-19 10:53:52,USED,price_points=420
LOCAL_PRICE_SOURCE_34,D:\us-tech-quant\state\v18\price_cache\OKTA.csv,YES,2293,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2293
LOCAL_PRICE_SOURCE_35,D:\us-tech-quant\state\v18\price_cache\OLMA.csv,YES,1381,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1381
LOCAL_PRICE_SOURCE_36,D:\us-tech-quant\state\v18\price_cache\OLPX.csv,YES,1165,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1165
LOCAL_PRICE_SOURCE_37,D:\us-tech-quant\state\v18\price_cache\OPCH.csv,YES,7489,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=7489
LOCAL_PRICE_SOURCE_38,D:\us-tech-quant\state\v18\price_cache\PATH.csv,YES,1278,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1278
LOCAL_PRICE_SOURCE_39,D:\us-tech-quant\state\v18\price_cache\PCOR.csv,YES,1257,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1257
LOCAL_PRICE_SOURCE_40,D:\us-tech-quant\state\v18\price_cache\PCT.csv,YES,1472,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1472
LOCAL_PRICE_SOURCE_41,D:\us-tech-quant\state\v18\price_cache\PDD.csv,YES,1966,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1966
LOCAL_PRICE_SOURCE_42,D:\us-tech-quant\state\v18\price_cache\PFGC.csv,YES,2676,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2676
LOCAL_PRICE_SOURCE_43,D:\us-tech-quant\state\v18\price_cache\PGNY.csv,YES,1651,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1651
LOCAL_PRICE_SOURCE_44,D:\us-tech-quant\state\v18\price_cache\PI.csv,YES,2473,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2473
LOCAL_PRICE_SOURCE_45,D:\us-tech-quant\state\v18\price_cache\PINS.csv,YES,1783,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1783
LOCAL_PRICE_SOURCE_46,D:\us-tech-quant\state\v18\price_cache\PLUG.csv,YES,6680,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=6680
LOCAL_PRICE_SOURCE_47,D:\us-tech-quant\state\v18\price_cache\PM.csv,YES,4575,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=4575
LOCAL_PRICE_SOURCE_48,D:\us-tech-quant\state\v18\price_cache\PSIX.csv,YES,3545,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=3545
LOCAL_PRICE_SOURCE_49,D:\us-tech-quant\state\v18\price_cache\PTGX.csv,YES,2458,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2458
LOCAL_PRICE_SOURCE_50,D:\us-tech-quant\state\v18\price_cache\PTON.csv,YES,1672,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1672
LOCAL_PRICE_SOURCE_51,D:\us-tech-quant\state\v18\price_cache\PUMP.csv,YES,2308,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2308
LOCAL_PRICE_SOURCE_52,D:\us-tech-quant\state\v18\price_cache\PYPL.csv,YES,2737,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2737
LOCAL_PRICE_SOURCE_53,D:\us-tech-quant\state\v18\price_cache\QS.csv,YES,1448,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1448
LOCAL_PRICE_SOURCE_54,D:\us-tech-quant\state\v18\price_cache\QSR.csv,YES,2877,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2877
LOCAL_PRICE_SOURCE_55,D:\us-tech-quant\state\v18\price_cache\RBLX.csv,YES,1307,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1307
LOCAL_PRICE_SOURCE_56,D:\us-tech-quant\state\v18\price_cache\RERE.csv,YES,1237,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1237
LOCAL_PRICE_SOURCE_57,D:\us-tech-quant\state\v18\price_cache\RH.csv,YES,3407,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=3407
LOCAL_PRICE_SOURCE_58,D:\us-tech-quant\state\v18\price_cache\RIOT.csv,YES,2551,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2551
LOCAL_PRICE_SOURCE_59,D:\us-tech-quant\state\v18\price_cache\RKT.csv,YES,1455,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=1455
LOCAL_PRICE_SOURCE_60,D:\us-tech-quant\state\v18\price_cache\RNG.csv,YES,3181,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=3181
LOCAL_PRICE_SOURCE_61,D:\us-tech-quant\state\v18\price_cache\ROKU.csv,YES,2173,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:20,USED,price_points=2173
LOCAL_PRICE_SOURCE_62,D:\us-tech-quant\state\v18\price_cache\RSP.csv,YES,5802,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=5802
LOCAL_PRICE_SOURCE_63,D:\us-tech-quant\state\v18\price_cache\RTX.csv,YES,16142,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=16142
LOCAL_PRICE_SOURCE_64,D:\us-tech-quant\state\v18\price_cache\RVMD.csv,YES,1576,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=1576
LOCAL_PRICE_SOURCE_65,D:\us-tech-quant\state\v18\price_cache\SATS.csv,YES,4626,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=4626
LOCAL_PRICE_SOURCE_66,D:\us-tech-quant\state\v18\price_cache\SCCO.csv,YES,7644,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=7644
LOCAL_PRICE_SOURCE_67,D:\us-tech-quant\state\v18\price_cache\SCHW.csv,YES,9740,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=9740
LOCAL_PRICE_SOURCE_68,D:\us-tech-quant\state\v18\price_cache\SE.csv,YES,2157,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=2157
LOCAL_PRICE_SOURCE_69,D:\us-tech-quant\state\v18\price_cache\SEI.csv,YES,2269,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=2269
LOCAL_PRICE_SOURCE_70,D:\us-tech-quant\state\v18\price_cache\SFIX.csv,YES,2137,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=2137
LOCAL_PRICE_SOURCE_71,D:\us-tech-quant\state\v18\price_cache\SFM.csv,YES,3221,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=3221
LOCAL_PRICE_SOURCE_72,D:\us-tech-quant\state\v18\price_cache\SHOP.csv,YES,2768,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=2768
LOCAL_PRICE_SOURCE_73,D:\us-tech-quant\state\v18\price_cache\SHW.csv,YES,11640,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=11640
LOCAL_PRICE_SOURCE_74,D:\us-tech-quant\state\v18\price_cache\SITM.csv,YES,1633,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=1633
LOCAL_PRICE_SOURCE_75,D:\us-tech-quant\state\v18\price_cache\SMTC.csv,YES,11640,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=11640
LOCAL_PRICE_SOURCE_76,D:\us-tech-quant\state\v18\price_cache\SNPS.csv,YES,8620,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=8620
LOCAL_PRICE_SOURCE_77,D:\us-tech-quant\state\v18\price_cache\SPOT.csv,YES,2046,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=2046
LOCAL_PRICE_SOURCE_78,D:\us-tech-quant\state\v18\price_cache\STG.csv,YES,2052,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=2052
LOCAL_PRICE_SOURCE_79,D:\us-tech-quant\state\v18\price_cache\STM.csv,YES,7915,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=7915
LOCAL_PRICE_SOURCE_80,D:\us-tech-quant\state\v18\price_cache\TEAM.csv,YES,2627,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=2627
LOCAL_PRICE_SOURCE_81,D:\us-tech-quant\state\v18\price_cache\TEVA.csv,YES,11156,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=11156
LOCAL_PRICE_SOURCE_82,D:\us-tech-quant\state\v18\price_cache\TIGR.csv,YES,1804,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:21,USED,price_points=1804
LOCAL_PRICE_SOURCE_83,D:\us-tech-quant\state\v18\price_cache\TSEM.csv,YES,7945,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=7945
LOCAL_PRICE_SOURCE_84,D:\us-tech-quant\state\v18\price_cache\TTD.csv,YES,2430,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=2430
LOCAL_PRICE_SOURCE_85,D:\us-tech-quant\state\v18\price_cache\TTMI.csv,YES,6452,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=6452
LOCAL_PRICE_SOURCE_86,D:\us-tech-quant\state\v18\price_cache\TTWO.csv,YES,7322,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=7322
LOCAL_PRICE_SOURCE_87,D:\us-tech-quant\state\v18\price_cache\TWLO.csv,YES,2492,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=2492
LOCAL_PRICE_SOURCE_88,D:\us-tech-quant\state\v18\price_cache\TWST.csv,YES,1898,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=1898
LOCAL_PRICE_SOURCE_89,D:\us-tech-quant\state\v18\price_cache\U.csv,YES,1425,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=1425
LOCAL_PRICE_SOURCE_90,D:\us-tech-quant\state\v18\price_cache\UAL.csv,YES,5105,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=5105
LOCAL_PRICE_SOURCE_91,D:\us-tech-quant\state\v18\price_cache\UBER.csv,YES,1768,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=1768
LOCAL_PRICE_SOURCE_92,D:\us-tech-quant\state\v18\price_cache\UNH.csv,YES,10479,date;open;high;low;close;adj_close;volume;ticker;source,2026-05-22 01:40:22,USED,price_points=10479
LOCAL_PRICE_SOURCE_93,D:\us-tech-quant\outputs\v18\factor_pack\V18_25A_R13_TARGETED_FACTOR_PACK_STAGED.csv,YES,52,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-22 00:08:19,USED,price_points=52
LOCAL_PRICE_SOURCE_94,D:\us-tech-quant\outputs\v18\factor_pack\V18_35D_FULL_UNIVERSE_FACTOR_PACK_RANKING.csv,YES,318,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-25 14:11:08,USED,price_points=318
LOCAL_PRICE_SOURCE_95,D:\us-tech-quant\outputs\v18\factor_pack\V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv,YES,318,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-25 14:11:53,USED,price_points=318
LOCAL_PRICE_SOURCE_96,D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,YES,105,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-19 10:53:51,USED,price_points=105
LOCAL_PRICE_SOURCE_97,D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,YES,105,ticker;latest_price_date;latest_close;ret_1d;ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;drawdown_20d_high;drawdown_60d_high;volume_avg_5d;volume_avg_20d;volume_ratio_5_20;ann_volatility_20d;trend_ok_60_120;short_rev_raw;ts_momentum_raw;volume_price_confirm_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank;shadow_side_hint,2026-05-19 10:53:51,USED,price_points=105
LOCAL_PRICE_SOURCE_98,D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv,YES,105,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-19 10:53:51,USED,price_points=105
LOCAL_PRICE_SOURCE_99,D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_VALUES.csv,YES,105,ticker;latest_price_date;latest_close;ret_1d;ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;drawdown_20d_high;drawdown_60d_high;volume_avg_5d;volume_avg_20d;volume_ratio_5_20;ann_volatility_20d;trend_ok_60_120;short_rev_raw;ts_momentum_raw;volume_price_confirm_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank;shadow_side_hint,2026-05-19 10:53:51,USED,price_points=105
LOCAL_PRICE_SOURCE_100,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,YES,252,factor_pack_rank;ticker;factor_pack_score;latest_price_date;latest_close;ret_5d;ret_20d;ret_60d;ret_120d;volume_ratio_5_20;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F010_XSEC_COMPOSITE_RANK;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;shadow_side_hint,2026-05-23 01:57:24,USED,price_points=252
LOCAL_PRICE_SOURCE_101,D:\us-tech-quant\outputs\v18\factor_pack\V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,YES,105,ticker;latest_price_date;latest_close;ret_1d;ret_5d;ret_20d;ret_60d;ret_120d;ma20;ma60;drawdown_20d_high;drawdown_60d_high;volume_avg_5d;volume_avg_20d;volume_ratio_5_20;ann_volatility_20d;trend_ok_60_120;short_rev_raw;ts_momentum_raw;volume_price_confirm_raw;pullback_uptrend_raw;ts_pullback_reversal_raw;F006_SHORT_REV_5D;F007_PULLBACK_IN_UPTREND;F008_VOLUME_ABNORMAL_5_20;F009_VOLUME_PRICE_CONFIRM;F011_TS_MOMENTUM_60_120;F012_TS_PULLBACK_REVERSAL;volatility_penalty;overheat_penalty;F010_XSEC_COMPOSITE_RANK_RAW;F010_XSEC_COMPOSITE_RANK;factor_pack_score;factor_pack_rank;shadow_side_hint,2026-05-19 10:53:51,USED,price_points=105
LOCAL_PRICE_SOURCE_102,D:\us-tech-quant\outputs\v18\technical_timing\V18_25A_R11_FULL_COMPATIBLE_TECHNICAL_TIMING_STAGED.csv,YES,52,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime;formula_compatibility;technical_status;technical_refresh_blocker;input_history_rows;duplicate_date_count;close_column_available;refresh_scope,2026-05-21 23:50:02,USED,price_points=52
LOCAL_PRICE_SOURCE_103,D:\us-tech-quant\outputs\v18\technical_timing\V18_25A_R5_TARGETED_TECHNICAL_TIMING_DRYRUN.csv,YES,52,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime;formula_compatibility;technical_status;technical_refresh_blocker;input_history_rows;duplicate_date_count;close_column_available;dryrun_scope,2026-05-21 22:55:51,USED,price_points=52
LOCAL_PRICE_SOURCE_104,D:\us-tech-quant\outputs\v18\technical_timing\V18_35D_FULL_UNIVERSE_TECHNICAL_TIMING.csv,YES,318,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime,2026-05-25 14:11:08,USED,price_points=318
LOCAL_PRICE_SOURCE_105,D:\us-tech-quant\outputs\v18\technical_timing\V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,YES,318,ticker;yf_ticker;price_date;close;bb_mid_20;bb_upper_20_2;bb_lower_20_2;bb_percent_b;bb_bandwidth;bb_squeeze_flag;bb_status;rsi_14;rsi_status;kdj_k;kdj_d;kdj_j;kdj_status;volume_ratio_5_20;overheat_penalty;pullback_timing_bonus;breakout_confirmation_bonus;technical_timing_score;technical_signal;technical_warning_label;option_data_status;put_call_ratio;iv_rank_proxy;gamma_squeeze_status;gamma_squeeze_risk_label;official_decision_impact;vix_date;vix_close;vix_regime,2026-05-25 14:11:53,USED,price_points=318
