path,relative_path,file_size_mb,keep_reason,protected_category
D:\us-tech-quant\outputs\v18\ops\V18_15A_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,outputs/v18/ops/V18_15A_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15A_R1_READ_FIRST.txt,outputs/v18/ops/V18_15A_R1_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15A_READ_FIRST.txt,outputs/v18/ops/V18_15A_READ_FIRST.txt,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_INPUT_AUDIT.csv,outputs/v18/ops/V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_INPUT_AUDIT.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_REPORT.md,outputs/v18/ops/V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_REPORT.md,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_SUMMARY.csv,outputs/v18/ops/V18_15B_CURRENT_DAILY_WITH_MANUAL_FEEDBACK_SUMMARY.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15B_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,outputs/v18/ops/V18_15B_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15B_R1_READ_FIRST.txt,outputs/v18/ops/V18_15B_R1_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15B_READ_FIRST.txt,outputs/v18/ops/V18_15B_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_CURRENT_ALIAS_AUDIT.csv,outputs/v18/ops/V18_15C_CURRENT_CURRENT_ALIAS_AUDIT.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_DANGEROUS_TOKEN_SCAN.csv,outputs/v18/ops/V18_15C_CURRENT_DANGEROUS_TOKEN_SCAN.csv,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_OUTPUT_INVENTORY.csv,outputs/v18/ops/V18_15C_CURRENT_OUTPUT_INVENTORY.csv,0.073,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_PREDEVELOPMENT_PROGRAM_AUDIT_REPORT.md,outputs/v18/ops/V18_15C_CURRENT_PREDEVELOPMENT_PROGRAM_AUDIT_REPORT.md,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_PREDEVELOPMENT_RECOMMENDATIONS.csv,outputs/v18/ops/V18_15C_CURRENT_PREDEVELOPMENT_RECOMMENDATIONS.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_RANKING_FACTOR_LINEAGE_AUDIT.csv,outputs/v18/ops/V18_15C_CURRENT_RANKING_FACTOR_LINEAGE_AUDIT.csv,0.031,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_RUNTIME_VALIDATION_AUDIT.csv,outputs/v18/ops/V18_15C_CURRENT_RUNTIME_VALIDATION_AUDIT.csv,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_SCRIPT_INVENTORY.csv,outputs/v18/ops/V18_15C_CURRENT_SCRIPT_INVENTORY.csv,0.033,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_CURRENT_STABLE_SNAPSHOT_AUDIT.csv,outputs/v18/ops/V18_15C_CURRENT_STABLE_SNAPSHOT_AUDIT.csv,0.007,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_15C_READ_FIRST.txt,outputs/v18/ops/V18_15C_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16A_P1_READ_FIRST.txt,outputs/v18/ops/V18_16A_P1_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16A_READ_FIRST.txt,outputs/v18/ops/V18_16A_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16B_READ_FIRST.txt,outputs/v18/ops/V18_16B_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16C_P1_READ_FIRST.txt,outputs/v18/ops/V18_16C_P1_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16C_P2_READ_FIRST.txt,outputs/v18/ops/V18_16C_P2_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16C_P3_READ_FIRST.txt,outputs/v18/ops/V18_16C_P3_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16C_READ_FIRST.txt,outputs/v18/ops/V18_16C_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16D_READ_FIRST.txt,outputs/v18/ops/V18_16D_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16E_READ_FIRST.txt,outputs/v18/ops/V18_16E_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_INPUT_AUDIT.csv,outputs/v18/ops/V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_INPUT_AUDIT.csv,0.003,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_SUMMARY.csv,outputs/v18/ops/V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_SUMMARY.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16F_READ_FIRST.txt,outputs/v18/ops/V18_16F_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16G_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,outputs/v18/ops/V18_16G_R1_CURRENT_STABLE_SNAPSHOT_REPORT.md,0.003,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_16G_R1_READ_FIRST.txt,outputs/v18/ops/V18_16G_R1_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_17A_READ_FIRST.txt,outputs/v18/ops/V18_17A_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18A_CURRENT_DELETE_CANDIDATES.csv,outputs/v18/ops/V18_18A_CURRENT_DELETE_CANDIDATES.csv,0.044,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18A_CURRENT_KEEP_PROTECTED_FILES.csv,outputs/v18/ops/V18_18A_CURRENT_KEEP_PROTECTED_FILES.csv,1.446,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18A_CURRENT_STORAGE_AUDIT.csv,outputs/v18/ops/V18_18A_CURRENT_STORAGE_AUDIT.csv,3.081,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18A_CURRENT_STORAGE_CLEANUP_REPORT.md,outputs/v18/ops/V18_18A_CURRENT_STORAGE_CLEANUP_REPORT.md,0.006,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18A_READ_FIRST.txt,outputs/v18/ops/V18_18A_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18B_CURRENT_COMPRESSION_CANDIDATES.csv,outputs/v18/ops/V18_18B_CURRENT_COMPRESSION_CANDIDATES.csv,0.014,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18B_CURRENT_COMPRESSION_REPORT.md,outputs/v18/ops/V18_18B_CURRENT_COMPRESSION_REPORT.md,0.005,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18B_CURRENT_LARGE_OUTPUT_SIZE_AUDIT.csv,outputs/v18/ops/V18_18B_CURRENT_LARGE_OUTPUT_SIZE_AUDIT.csv,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18B_CURRENT_STABLE_SNAPSHOT_SIZE_AUDIT.csv,outputs/v18/ops/V18_18B_CURRENT_STABLE_SNAPSHOT_SIZE_AUDIT.csv,0.018,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18B_READ_FIRST.txt,outputs/v18/ops/V18_18B_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18C_CURRENT_DELETE_VERIFIED_STABLE_ORIGINALS_AUDIT.csv,outputs/v18/ops/V18_18C_CURRENT_DELETE_VERIFIED_STABLE_ORIGINALS_AUDIT.csv,0.016,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18C_CURRENT_STORAGE_AFTER_DELETE_REPORT.md,outputs/v18/ops/V18_18C_CURRENT_STORAGE_AFTER_DELETE_REPORT.md,0.007,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18C_READ_FIRST.txt,outputs/v18/ops/V18_18C_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18D_CURRENT_LARGE_OUTPUT_ARCHIVE_AUDIT.csv,outputs/v18/ops/V18_18D_CURRENT_LARGE_OUTPUT_ARCHIVE_AUDIT.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18D_CURRENT_LARGE_OUTPUT_ARCHIVE_REPORT.md,outputs/v18/ops/V18_18D_CURRENT_LARGE_OUTPUT_ARCHIVE_REPORT.md,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18D_CURRENT_LARGE_OUTPUT_DELETE_CANDIDATES.csv,outputs/v18/ops/V18_18D_CURRENT_LARGE_OUTPUT_DELETE_CANDIDATES.csv,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18D_CURRENT_LARGE_OUTPUT_PROTECTED_FILES.csv,outputs/v18/ops/V18_18D_CURRENT_LARGE_OUTPUT_PROTECTED_FILES.csv,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18D_CURRENT_STORAGE_AFTER_LARGE_OUTPUT_AUDIT.csv,outputs/v18/ops/V18_18D_CURRENT_STORAGE_AFTER_LARGE_OUTPUT_AUDIT.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18D_READ_FIRST.txt,outputs/v18/ops/V18_18D_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18E_CURRENT_ALIAS_EXTERNALIZATION_PLAN.csv,outputs/v18/ops/V18_18E_CURRENT_ALIAS_EXTERNALIZATION_PLAN.csv,0.004,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18E_CURRENT_EXTERNALIZATION_REPORT.md,outputs/v18/ops/V18_18E_CURRENT_EXTERNALIZATION_REPORT.md,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18E_CURRENT_TECHNICAL_TIMING_BACKTEST_PROTECTION_AUDIT.csv,outputs/v18/ops/V18_18E_CURRENT_TECHNICAL_TIMING_BACKTEST_PROTECTION_AUDIT.csv,0.012,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18E_CURRENT_TECHNICAL_TIMING_BACKTEST_SIZE_AUDIT.csv,outputs/v18/ops/V18_18E_CURRENT_TECHNICAL_TIMING_BACKTEST_SIZE_AUDIT.csv,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18E_READ_FIRST.txt,outputs/v18/ops/V18_18E_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18F_CURRENT_TECHNICAL_TIMING_CURRENT_FILE_AUDIT.csv,outputs/v18/ops/V18_18F_CURRENT_TECHNICAL_TIMING_CURRENT_FILE_AUDIT.csv,0.006,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18F_CURRENT_TECHNICAL_TIMING_DETAIL_REQUIRED_FIELDS_AUDIT.csv,outputs/v18/ops/V18_18F_CURRENT_TECHNICAL_TIMING_DETAIL_REQUIRED_FIELDS_AUDIT.csv,0.003,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18F_CURRENT_TECHNICAL_TIMING_DETAIL_SLIMMING_PLAN.csv,outputs/v18/ops/V18_18F_CURRENT_TECHNICAL_TIMING_DETAIL_SLIMMING_PLAN.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18F_CURRENT_TECHNICAL_TIMING_DETAIL_SLIMMING_REPORT.md,outputs/v18/ops/V18_18F_CURRENT_TECHNICAL_TIMING_DETAIL_SLIMMING_REPORT.md,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_18F_READ_FIRST.txt,outputs/v18/ops/V18_18F_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_4C_CLOUD_EARNINGS_EVENTS_READ_FIRST.md,outputs/v18/ops/V18_4C_CLOUD_EARNINGS_EVENTS_READ_FIRST.md,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_4C_CURRENT_RUNTIME_DEPENDENCY_AUDIT.md,outputs/v18/ops/V18_4C_CURRENT_RUNTIME_DEPENDENCY_AUDIT.md,0.003,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_4C_CURRENT_RUNTIME_DEPENDENCY_GRAPH.csv,outputs/v18/ops/V18_4C_CURRENT_RUNTIME_DEPENDENCY_GRAPH.csv,0.008,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_4K_CURRENT_WORKSPACE_CLEANUP_REPORT.md,outputs/v18/ops/V18_4K_CURRENT_WORKSPACE_CLEANUP_REPORT.md,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_4K_R2_CURRENT_SAFE_DELETE_REPORT.md,outputs/v18/ops/V18_4K_R2_CURRENT_SAFE_DELETE_REPORT.md,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_CURRENT_RUNTIME_DECOUPLING_AUDIT.csv,outputs/v18/ops/V18_5A_CURRENT_RUNTIME_DECOUPLING_AUDIT.csv,0.391,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_CURRENT_RUNTIME_DECOUPLING_AUDIT.md,outputs/v18/ops/V18_5A_CURRENT_RUNTIME_DECOUPLING_AUDIT.md,0.017,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_R1_CURRENT_RUNTIME_DECOUPLING_PLAN.csv,outputs/v18/ops/V18_5A_R1_CURRENT_RUNTIME_DECOUPLING_PLAN.csv,0.505,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_R1_CURRENT_RUNTIME_DECOUPLING_PLAN.md,outputs/v18/ops/V18_5A_R1_CURRENT_RUNTIME_DECOUPLING_PLAN.md,0.004,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_R1_READ_FIRST.txt,outputs/v18/ops/V18_5A_R1_READ_FIRST.txt,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_R2_CURRENT_RUNTIME_DECOUPLING_CLASSIFIER.csv,outputs/v18/ops/V18_5A_R2_CURRENT_RUNTIME_DECOUPLING_CLASSIFIER.csv,0.242,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_R2_CURRENT_RUNTIME_DECOUPLING_CLASSIFIER.md,outputs/v18/ops/V18_5A_R2_CURRENT_RUNTIME_DECOUPLING_CLASSIFIER.md,0.021,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5A_R2_READ_FIRST.txt,outputs/v18/ops/V18_5A_R2_READ_FIRST.txt,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5B_CURRENT_DELETE_CANDIDATE_RUNTIME_AUDIT.csv,outputs/v18/ops/V18_5B_CURRENT_DELETE_CANDIDATE_RUNTIME_AUDIT.csv,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5B_CURRENT_DELETE_CANDIDATE_RUNTIME_AUDIT.md,outputs/v18/ops/V18_5B_CURRENT_DELETE_CANDIDATE_RUNTIME_AUDIT.md,0.004,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5B_R1_CURRENT_VALIDATION_AWARE_DELETE_AUDIT.csv,outputs/v18/ops/V18_5B_R1_CURRENT_VALIDATION_AWARE_DELETE_AUDIT.csv,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5B_R1_CURRENT_VALIDATION_AWARE_DELETE_AUDIT.md,outputs/v18/ops/V18_5B_R1_CURRENT_VALIDATION_AWARE_DELETE_AUDIT.md,0.005,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5B_R1_READ_FIRST.txt,outputs/v18/ops/V18_5B_R1_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5B_READ_FIRST.txt,outputs/v18/ops/V18_5B_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5C_CURRENT_ARCHIVE_ZERO_RUNTIME_CANDIDATES.csv,outputs/v18/ops/V18_5C_CURRENT_ARCHIVE_ZERO_RUNTIME_CANDIDATES.csv,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5C_CURRENT_ARCHIVE_ZERO_RUNTIME_CANDIDATES.md,outputs/v18/ops/V18_5C_CURRENT_ARCHIVE_ZERO_RUNTIME_CANDIDATES.md,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5C_READ_FIRST.txt,outputs/v18/ops/V18_5C_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5D_CURRENT_GENERATED_OUTPUT_RETENTION_CLEANUP.csv,outputs/v18/ops/V18_5D_CURRENT_GENERATED_OUTPUT_RETENTION_CLEANUP.csv,0.044,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5D_CURRENT_GENERATED_OUTPUT_RETENTION_CLEANUP.md,outputs/v18/ops/V18_5D_CURRENT_GENERATED_OUTPUT_RETENTION_CLEANUP.md,0.018,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_5D_READ_FIRST.txt,outputs/v18/ops/V18_5D_READ_FIRST.txt,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_7A_CURRENT_FULL_SPEED_PROFILE.csv,outputs/v18/ops/V18_7A_CURRENT_FULL_SPEED_PROFILE.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_7B_CURRENT_MAIN_CHAIN_LINEAR_PROFILE.csv,outputs/v18/ops/V18_7B_CURRENT_MAIN_CHAIN_LINEAR_PROFILE.csv,0.003,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_7B_CURRENT_MAIN_CHAIN_LINEAR_REPORT.md,outputs/v18/ops/V18_7B_CURRENT_MAIN_CHAIN_LINEAR_REPORT.md,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_7B_READ_FIRST.txt,outputs/v18/ops/V18_7B_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_7D_CURRENT_OFFICIAL_DAILY_FAST_MAIN_WITH_TECHNICAL_PROFILE.csv,outputs/v18/ops/V18_7D_CURRENT_OFFICIAL_DAILY_FAST_MAIN_WITH_TECHNICAL_PROFILE.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_7D_CURRENT_OFFICIAL_DAILY_FAST_MAIN_WITH_TECHNICAL_REPORT.md,outputs/v18/ops/V18_7D_CURRENT_OFFICIAL_DAILY_FAST_MAIN_WITH_TECHNICAL_REPORT.md,0.002,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_7D_READ_FIRST.txt,outputs/v18/ops/V18_7D_READ_FIRST.txt,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_8A_CURRENT_LEGACY_V15_V16_PURGE_AUDIT.csv,outputs/v18/ops/V18_8A_CURRENT_LEGACY_V15_V16_PURGE_AUDIT.csv,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_8A_CURRENT_LEGACY_V15_V16_PURGE_REPORT.md,outputs/v18/ops/V18_8A_CURRENT_LEGACY_V15_V16_PURGE_REPORT.md,0.001,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
D:\us-tech-quant\outputs\v18\ops\V18_8A_READ_FIRST.txt,outputs/v18/ops/V18_8A_READ_FIRST.txt,0.000,PROTECTED_CURRENT_ALIAS_OR_READ_FIRST,CURRENT_ALIAS
